hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,103,2017,August,33,19,2,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,112.5,0,0,Canceled,2017-05-12
Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
City Hotel,1,10,2016,January,3,15,8,22,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,72.97,0,1,Canceled,2016-01-12
Resort Hotel,0,288,2016,August,34,19,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,36.0,,0,Transient,117.19,0,0,Check-Out,2016-08-26
City Hotel,1,19,2015,October,41,6,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,Non Refund,82.0,,0,Transient,80.0,0,0,Canceled,2015-09-17
City Hotel,0,56,2015,September,39,25,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,44.0,,0,Transient-Party,185.0,0,0,Check-Out,2015-09-29
City Hotel,1,14,2017,May,22,28,2,1,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,196.67,0,1,Canceled,2017-05-15
City Hotel,1,272,2016,August,32,5,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,41,Transient,65.0,0,0,Canceled,2015-12-18
City Hotel,0,8,2017,April,17,27,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2017-04-28
City Hotel,1,327,2015,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02
City Hotel,1,149,2016,June,24,9,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,129.0,0,0,Canceled,2016-01-16
Resort Hotel,0,294,2016,June,23,3,2,7,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,59.0,0,0,Check-Out,2016-06-12
Resort Hotel,0,68,2015,November,48,22,5,10,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,156.0,,0,Transient,50.19,0,1,Check-Out,2015-12-07
City Hotel,1,507,2017,August,33,15,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2017-08-04
City Hotel,0,292,2016,July,30,21,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,0,Check-Out,2016-07-23
Resort Hotel,1,0,2017,August,33,14,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,225.0,0,0,Canceled,2017-08-14
City Hotel,0,8,2017,March,12,22,0,1,1,0.0,0,BB,ESP,Corporate,Corporate,1,0,2,D,D,0,No Deposit,,174.0,0,Transient,95.0,0,0,Check-Out,2017-03-23
City Hotel,0,103,2017,August,33,17,2,5,3,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,22.0,,0,Transient,109.65,0,1,Check-Out,2017-08-24
City Hotel,0,5,2016,December,51,14,0,2,1,0.0,0,BB,AUS,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,78.0,0,0,Check-Out,2016-12-16
Resort Hotel,1,267,2015,September,39,26,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96.0,,0,Transient,54.99,0,0,Canceled,2015-06-17
City Hotel,1,233,2016,October,42,14,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,90.0,0,0,Canceled,2016-08-17
City Hotel,0,22,2015,September,36,4,2,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,75.6,0,0,Check-Out,2015-09-09
City Hotel,1,165,2017,May,20,19,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,225.0,0,0,Canceled,2017-01-12
City Hotel,0,74,2017,March,13,30,2,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.32,0,2,Check-Out,2017-04-04
City Hotel,1,292,2015,August,32,5,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02
City Hotel,0,88,2016,October,41,7,1,2,1,0.0,0,BB,POL,Corporate,Corporate,0,0,0,A,A,1,No Deposit,193.0,,0,Transient-Party,68.0,0,0,Check-Out,2016-10-10
City Hotel,1,42,2017,April,16,16,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,146.25,0,0,Canceled,2017-03-05
Resort Hotel,1,321,2017,May,22,28,2,5,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,89.87,0,2,Canceled,2016-12-03
Resort Hotel,0,201,2017,June,24,11,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,,0,Transient,64.5,0,0,Check-Out,2017-06-15
Resort Hotel,0,101,2016,February,6,1,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,43.2,0,1,Check-Out,2016-02-08
City Hotel,0,11,2016,January,4,17,2,0,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.0,1,2,Check-Out,2016-01-19
City Hotel,1,53,2017,January,4,22,2,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,9.0,,0,Transient,93.6,0,2,Canceled,2016-12-07
Resort Hotel,0,22,2016,April,18,27,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,83.0,1,0,Check-Out,2016-04-28
Resort Hotel,0,364,2016,October,42,12,1,4,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,E,2,No Deposit,,223.0,0,Transient-Party,86.0,0,0,Check-Out,2016-10-17
Resort Hotel,0,34,2016,March,11,8,2,5,2,0.0,0,FB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,115.0,,0,Transient,83.33,0,1,Check-Out,2016-03-15
Resort Hotel,0,64,2017,August,33,19,2,5,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,270.0,0,2,Check-Out,2017-08-26
City Hotel,0,73,2017,March,13,26,2,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,1,Check-Out,2017-04-01
City Hotel,0,66,2017,March,11,18,2,4,2,0.0,0,BB,DNK,Direct,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,124.0,0,0,Check-Out,2017-03-24
City Hotel,0,9,2017,July,30,25,0,1,1,0.0,0,BB,LBN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,170.0,0,0,Check-Out,2017-07-26
Resort Hotel,1,118,2017,August,34,20,2,1,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,270.0,0,1,Canceled,2017-04-27
City Hotel,0,53,2016,November,47,13,2,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,1,Check-Out,2016-11-19
City Hotel,0,16,2017,March,12,23,0,1,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,D,C,0,No Deposit,,,0,Transient-Party,108.0,0,0,Check-Out,2017-03-24
Resort Hotel,0,30,2016,March,13,20,2,2,2,0.0,1,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,29.0,0,2,Check-Out,2016-03-24
City Hotel,1,36,2016,June,27,29,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,11.0,,0,Transient,110.8,0,0,Canceled,2016-05-26
City Hotel,0,102,2016,May,19,3,0,3,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,,0,Transient,108.3,0,1,Check-Out,2016-05-06
City Hotel,0,75,2016,April,18,25,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2016-04-29
City Hotel,1,78,2016,April,15,8,0,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,B,B,2,No Deposit,9.0,,0,Transient,85.5,0,0,Canceled,2016-03-31
Resort Hotel,0,1,2016,September,39,20,0,1,4,0.0,0,BB,IRL,Direct,Direct,0,0,0,C,C,3,No Deposit,,,0,Transient,148.0,0,0,Check-Out,2016-09-21
City Hotel,1,243,2017,July,30,26,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0,Canceled,2016-11-25
City Hotel,1,138,2015,August,34,22,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2015-08-06
Resort Hotel,0,59,2015,July,29,14,0,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,241.0,,0,Transient,75.46,0,2,Check-Out,2015-07-16
City Hotel,0,260,2016,October,43,22,2,5,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,108.68,0,3,Check-Out,2016-10-29
City Hotel,1,147,2015,July,30,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient,75.0,0,0,Canceled,2015-07-10
City Hotel,0,102,2016,June,27,27,1,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,Non Refund,9.0,,0,Transient-Party,173.95,0,2,Check-Out,2016-07-01
City Hotel,0,13,2016,September,39,20,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,86.0,,0,Transient,119.2,0,0,Check-Out,2016-09-21
City Hotel,1,96,2017,May,19,8,1,2,3,0.0,0,BB,PHL,Direct,Direct,0,0,0,D,D,2,No Deposit,14.0,,0,Transient,196.6,0,2,Canceled,2017-04-03
City Hotel,0,9,2016,August,34,17,0,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,89.0,,0,Transient,149.0,0,0,Check-Out,2016-08-19
City Hotel,0,90,2017,June,24,11,2,0,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,F,1,No Deposit,9.0,,0,Transient,189.0,0,0,Check-Out,2017-06-13
Resort Hotel,0,339,2017,March,10,11,2,5,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298.0,,0,Transient-Party,51.0,0,0,Check-Out,2017-03-18
City Hotel,0,6,2017,May,18,4,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,77.0,,0,Transient-Party,115.0,0,0,Check-Out,2017-05-05
City Hotel,0,166,2016,June,27,26,1,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,96.3,0,1,Check-Out,2016-06-27
Resort Hotel,0,93,2017,April,16,22,2,4,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,40.0,,0,Contract,92.85,0,0,Check-Out,2017-04-28
City Hotel,1,275,2016,June,23,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,5.0,,69,Transient,62.8,0,0,Canceled,2015-11-11
Resort Hotel,0,197,2016,April,18,30,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,85.0,0,0,Check-Out,2016-05-02
City Hotel,1,115,2017,May,20,18,0,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.0,0,0,Canceled,2017-01-31
City Hotel,1,100,2015,October,42,16,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient,108.0,0,0,Canceled,2015-09-28
Resort Hotel,0,0,2016,December,52,24,1,1,2,0.0,0,HB,BEL,Direct,Direct,0,0,0,F,F,2,No Deposit,250.0,,0,Transient,117.0,1,0,Check-Out,2016-12-26
City Hotel,1,11,2015,August,35,28,0,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Contract,153.0,0,2,Canceled,2015-08-27
City Hotel,0,0,2016,November,45,5,0,0,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,0,A,D,0,No Deposit,8.0,,0,Transient,0.0,0,1,Check-Out,2016-11-05
City Hotel,0,89,2015,November,47,17,0,3,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,63.75,0,1,Check-Out,2015-11-20
City Hotel,1,74,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
City Hotel,0,268,2016,September,38,14,2,4,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,103.7,0,2,Check-Out,2016-09-20
Resort Hotel,1,212,2016,April,16,11,2,5,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,273.0,,0,Transient,67.05,0,0,Canceled,2015-10-16
City Hotel,0,120,2017,July,29,22,2,2,2,0.0,0,SC,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,85.0,,0,Transient,71.1,0,1,Check-Out,2017-07-26
Resort Hotel,0,44,2017,March,13,26,1,0,2,0.0,0,HB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,100.0,0,3,Check-Out,2017-03-27
City Hotel,1,368,2017,June,26,28,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2017-06-06
Resort Hotel,0,19,2017,August,35,30,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241.0,,0,Transient,139.0,0,1,Check-Out,2017-09-01
City Hotel,0,134,2017,February,8,25,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,75.0,0,0,Check-Out,2017-02-26
City Hotel,1,180,2016,April,16,13,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,21.0,,38,Transient,125.0,0,0,Canceled,2015-11-23
City Hotel,1,46,2016,September,39,20,0,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8.0,,0,Transient,243.9,0,1,Canceled,2016-09-04
City Hotel,1,21,2016,December,53,26,1,0,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,138.0,0,2,Canceled,2016-12-13
City Hotel,0,2,2016,June,23,2,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,G,0,No Deposit,,51.0,0,Transient,109.0,0,0,Check-Out,2016-06-03
City Hotel,0,29,2015,December,53,30,2,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,84.67,0,0,Check-Out,2016-01-05
City Hotel,0,346,2016,September,38,13,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-09-15
City Hotel,1,152,2017,April,15,12,0,3,2,2.0,0,BB,ISR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,195.0,0,1,Canceled,2016-11-16
City Hotel,0,0,2016,June,27,27,1,4,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,7.0,,0,Transient,134.57,0,3,Check-Out,2016-07-02
Resort Hotel,0,0,2016,February,6,5,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,64.33,0,0,Check-Out,2016-02-08
City Hotel,0,101,2015,August,32,6,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,68.0,0,1,Check-Out,2015-08-08
City Hotel,1,168,2016,April,17,22,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26.0,,77,Transient,85.0,0,0,Canceled,2016-01-22
Resort Hotel,1,76,2017,June,23,9,2,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,160.0,0,0,Canceled,2017-04-01
City Hotel,0,89,2017,August,33,16,0,3,2,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,240.0,0,1,Check-Out,2017-08-19
City Hotel,0,13,2017,May,21,24,0,1,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,160.0,0,2,Check-Out,2017-05-25
City Hotel,1,314,2015,August,35,27,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0,0,Canceled,2014-10-17
Resort Hotel,1,64,2016,November,48,24,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,37.8,0,2,Canceled,2016-11-07
Resort Hotel,0,1,2015,November,48,25,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,1,A,D,0,No Deposit,,120.0,0,Transient,44.0,1,0,Check-Out,2015-11-27
City Hotel,1,31,2016,April,18,24,1,0,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,0,Canceled,2016-04-05
City Hotel,0,208,2017,May,21,24,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,114.4,0,0,Check-Out,2017-05-26
City Hotel,0,215,2017,August,34,25,0,1,2,3.0,0,BB,GBR,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,,0,Transient,245.0,0,1,Check-Out,2017-08-26
City Hotel,0,35,2017,July,27,5,0,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,154.5,0,1,Check-Out,2017-07-07
City Hotel,1,451,2017,June,25,20,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2017-05-05
City Hotel,1,78,2017,August,33,15,0,2,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,240.0,0,2,Canceled,2017-08-04
City Hotel,1,26,2017,April,17,29,1,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.5,0,1,Canceled,2017-04-21
City Hotel,1,251,2016,March,13,22,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,93,Transient,125.0,0,0,Canceled,2015-10-16
City Hotel,0,134,2016,April,15,9,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,90.0,0,1,Check-Out,2016-04-11
City Hotel,0,42,2016,November,48,23,0,3,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,5,No Deposit,9.0,,0,Transient,78.3,0,2,Check-Out,2016-11-26
City Hotel,1,605,2016,October,43,17,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2016-09-20
City Hotel,1,237,2016,December,51,15,2,3,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,104.55,0,0,Canceled,2016-04-23
Resort Hotel,0,219,2016,August,36,29,1,3,2,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,93.0,1,0,Check-Out,2016-09-02
City Hotel,1,56,2016,July,31,30,2,2,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,168.3,0,0,Canceled,2016-07-14
Resort Hotel,0,5,2017,April,16,18,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,104.0,,0,Transient,65.0,0,0,Check-Out,2017-04-19
City Hotel,1,116,2016,February,10,28,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,134.0,,0,Transient-Party,72.0,0,0,No-Show,2016-02-28
City Hotel,0,158,2016,December,52,23,2,2,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.5,0,2,Check-Out,2016-12-27
City Hotel,0,47,2016,October,43,16,2,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,97.82,0,1,Check-Out,2016-10-21
City Hotel,1,464,2017,July,30,25,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2017-06-30
City Hotel,0,117,2015,August,31,1,2,1,1,1.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,B,B,2,No Deposit,17.0,,0,Transient-Party,80.75,0,1,Check-Out,2015-08-04
City Hotel,0,14,2016,June,23,3,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.33,0,1,Check-Out,2016-06-06
City Hotel,1,364,2015,October,42,16,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
City Hotel,0,206,2017,June,23,9,1,2,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,144.0,0,1,Check-Out,2017-06-12
City Hotel,1,137,2016,January,5,27,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29.0,,45,Transient,70.0,0,0,Canceled,2015-10-27
City Hotel,1,262,2015,November,46,9,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,2015-09-04
Resort Hotel,0,0,2016,April,15,4,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,D,0,No Deposit,47.0,,0,Transient,42.0,0,0,Check-Out,2016-04-06
Resort Hotel,0,289,2015,November,47,20,1,2,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,57.0,0,0,Check-Out,2015-11-23
Resort Hotel,0,62,2016,June,25,12,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient,57.6,0,2,Check-Out,2016-06-16
Resort Hotel,0,2,2017,February,7,18,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,1,D,D,0,No Deposit,8.0,,0,Transient,49.0,1,1,Check-Out,2017-02-20
Resort Hotel,0,1,2015,December,50,8,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,289.0,0,Transient,35.0,0,0,Check-Out,2015-12-09
City Hotel,0,6,2016,March,10,2,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,70.0,0,0,Check-Out,2016-03-04
Resort Hotel,0,68,2016,February,8,18,2,3,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0,Transient,69.01,0,1,Check-Out,2016-02-23
City Hotel,1,53,2016,April,18,30,0,1,1,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,116.1,0,0,Canceled,2016-04-14
Resort Hotel,0,75,2017,January,3,16,1,3,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,82.0,0,1,Check-Out,2017-01-20
City Hotel,1,228,2016,August,35,27,2,4,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,0,Canceled,2016-01-18
City Hotel,0,140,2016,June,24,9,1,3,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,113.48,0,0,Check-Out,2016-06-13
City Hotel,1,107,2017,April,17,28,0,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0,Canceled,2017-03-19
Resort Hotel,0,389,2016,October,44,23,0,0,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,D,5,No Deposit,,,0,Transient-Party,0.0,0,0,Check-Out,2016-10-23
City Hotel,1,302,2016,May,19,5,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,1,251,2016,March,13,22,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,93,Transient,90.0,0,0,Canceled,2015-10-16
City Hotel,1,105,2017,May,20,19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0,Canceled,2017-02-03
City Hotel,1,114,2016,July,27,1,1,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,192.0,,0,Transient,75.0,0,0,Canceled,2016-03-29
City Hotel,1,282,2017,July,27,5,0,2,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,141.3,0,1,Canceled,2016-10-10
